depth,d34S
4960,12.2
5000,14
5100,13.6
5200,14.7
5440,15.8
5500,15.8
5600,18.4
5720,19.8
5880,20.3
5940,18.5
5980,21.7
6060,25.1
6100,25
6140,25.4
6180,20
6220,19.3
6340,12.6
6500,15.1
6760,10.5
6840,12.2
6900,13
7060,13.2
7280,12.7
7500,10.4
7540,10.8
7600,9.7
7700,8.2
7800,8.5
7860,9.6
7900,8.9
8290,9.4
8320,9
8350,8.9
8380,10.1
8470,10.8
8500,11.2
8590,11.2
8650,10.8
8710,10.8
8800,12.6
8850,11.8
9000,11.5
9070,11.2
9210,10.8
9300,11.1
9490,11.3
9680,11.4
